Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
03/22/2020,168,2,68,6,23,27,31,37,24,14,6,0,74,94,0,22,6,82,51,6,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,6,7,12,14,12,12,5,0,34,34,0,11,4,46,5,2,0
01/11/2021,1354,16,83,187,334,267,211,171,104,48,32,0,693,658,3,482,65,248,335,55,169,0,0,0,0,0,2,5,9,0,6,10,0,5,2,4,5,0,0,2,2,6,7,15,20,14,17,0,38,45,0,17,5,46,12,3,0
09/16/2021,468,7,33,95,114,111,53,49,23,20,3,0,244,222,2,85,21,124,151,31,56,0,0,1,1,1,3,0,1,0,2,5,0,3,0,3,1,0,0,0,2,5,2,8,8,7,1,0,16,17,0,6,0,18,8,1,0
05/14/2020,778,45,131,49,167,151,133,109,95,43,31,0,399,369,10,378,15,182,89,28,86,1,0,4,1,5,5,7,22,0,22,23,0,13,4,21,6,1,0,2,7,9,16,18,39,26,14,0,55,76,0,49,4,49,18,7,4
12/27/2020,613,24,92,49,139,114,84,94,70,37,26,0,327,281,5,161,30,108,223,28,63,0,0,0,1,3,6,4,10,0,11,13,0,4,1,10,9,0,0,0,3,4,7,25,18,17,18,0,42,50,0,21,4,41,21,1,4
09/07/2021,567,3,38,118,132,97,85,59,39,22,15,0,295,268,4,125,22,144,137,22,117,0,0,0,1,1,0,0,1,0,0,3,0,2,0,1,0,0,0,1,4,4,7,3,10,5,4,0,27,11,0,10,2,18,5,2,1
02/14/2021,143,9,20,22,38,29,19,17,4,12,2,0,75,68,0,33,8,26,51,8,17,0,0,0,0,0,2,3,4,0,4,5,0,2,0,3,4,0,0,1,2,3,0,4,4,4,2,0,9,11,0,7,0,9,4,0,0
04/08/2020,705,36,172,11,86,100,107,155,129,69,48,0,353,352,0,186,22,323,116,28,30,0,0,0,1,7,8,9,11,0,13,23,0,3,2,22,9,0,0,1,1,14,16,37,40,37,26,0,66,105,1,38,5,88,31,10,0
09/18/2020,358,4,21,41,102,74,45,45,34,8,9,0,163,195,0,160,16,55,90,12,25,0,0,0,0,0,0,1,3,0,2,2,0,1,0,2,1,0,0,0,0,1,1,3,3,7,6,0,10,11,0,1,1,10,8,0,1
10/28/2020,1739,9,91,213,462,403,288,192,110,50,21,0,907,826,6,745,48,272,413,68,193,0,0,0,1,2,4,2,0,0,2,7,0,3,0,4,2,0,0,4,8,9,10,15,16,15,14,0,50,41,0,21,2,36,28,3,1
10/19/2021,325,2,21,80,62,63,42,29,29,14,6,0,186,138,1,46,9,58,107,33,72,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,4,1,5,3,3,2,3,0,13,8,0,3,0,9,7,0,2
07/14/2020,324,3,23,46,83,69,48,38,23,15,2,0,184,138,2,143,5,77,73,7,19,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,1,0,0,0,2,3,2,5,6,5,0,0,14,9,0,11,0,10,2,0,0
02/11/2021,438,10,38,64,102,82,58,61,44,19,8,0,212,226,0,137,20,78,139,21,43,0,0,0,2,2,3,0,3,0,2,8,0,5,0,3,2,0,0,3,5,3,2,5,11,6,3,0,20,18,0,12,2,16,8,0,0
04/24/2020,1074,54,168,30,177,172,186,189,157,74,89,0,515,558,1,476,32,259,161,50,96,0,1,2,0,6,12,15,18,0,19,35,0,14,2,22,16,0,0,3,4,22,16,35,40,25,23,0,76,92,0,70,4,60,25,8,1
05/20/2021,248,4,39,49,47,54,35,27,22,13,1,0,131,116,1,58,6,118,33,4,29,0,0,0,0,0,0,1,3,0,3,1,0,0,1,3,0,0,0,1,3,8,4,5,12,4,2,0,18,21,0,6,0,31,2,0,0
03/10/2021,338,10,17,53,101,67,42,42,21,7,5,0,169,169,0,107,12,55,110,16,38,0,0,0,2,1,2,3,2,0,4,6,0,2,1,3,3,0,1,0,2,0,1,3,4,4,3,0,9,8,0,6,1,6,2,2,0
02/20/2021,213,9,17,35,57,30,29,33,13,8,8,0,107,106,0,65,8,42,67,16,15,0,0,0,1,0,0,5,3,0,5,4,0,3,1,3,2,0,0,1,1,0,2,1,4,2,6,0,9,8,0,3,0,10,2,2,0
08/13/2020,391,4,24,39,118,79,72,40,24,11,8,0,212,178,1,188,9,72,96,13,13,0,0,0,0,1,0,3,0,0,1,3,0,2,0,1,1,0,0,0,4,2,5,0,6,5,2,0,15,9,0,8,0,11,3,2,0
04/11/2020,397,33,142,7,53,71,65,83,54,38,26,0,184,213,0,114,17,157,59,14,36,0,0,1,1,6,7,10,8,0,15,18,0,8,2,21,2,0,0,2,3,7,16,29,33,32,20,0,57,85,0,38,5,75,17,5,2
09/20/2020,108,6,17,14,31,28,13,9,5,7,1,0,57,51,0,32,9,14,48,3,2,0,0,0,0,0,3,1,2,0,3,3,0,3,0,1,2,0,0,0,2,2,1,5,3,3,1,0,6,11,0,5,0,7,4,1,0
08/09/2021,508,4,31,96,143,106,70,40,27,20,6,0,239,264,5,97,27,125,130,27,102,0,0,1,0,2,0,0,1,0,4,0,0,0,0,3,1,0,0,0,3,6,3,5,6,4,4,0,16,15,0,8,1,16,5,1,0
08/16/2020,120,3,18,10,40,28,9,15,10,6,1,1,56,62,2,29,6,20,50,7,8,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,2,0,0,0,6,0,1,2,5,1,3,0,12,5,1,9,1,6,2,0,0
03/24/2021,684,6,31,63,250,168,79,72,33,12,7,0,332,348,4,155,14,138,271,39,67,0,1,0,1,0,0,3,1,0,3,3,0,2,0,3,1,0,0,1,4,7,4,7,4,2,2,0,20,11,0,8,2,11,6,2,2
10/20/2020,1197,5,56,159,309,231,199,141,88,48,22,0,605,591,1,536,36,157,322,31,115,0,0,0,0,2,1,1,1,0,2,3,0,1,0,2,2,0,0,1,4,5,4,8,12,14,8,0,30,26,0,18,1,18,18,1,0
03/26/2021,602,6,37,75,217,134,69,56,34,6,11,0,292,310,0,162,26,107,216,37,54,0,0,0,0,2,2,0,2,0,4,2,0,0,1,4,1,0,0,1,7,0,6,8,5,6,4,0,16,21,0,6,0,21,9,1,0
04/02/2020,437,15,170,2,59,69,85,91,58,40,33,0,211,226,0,95,13,234,62,14,19,0,0,0,1,2,1,7,4,0,5,10,0,2,2,9,2,0,0,1,8,15,28,33,36,28,21,0,72,98,0,39,4,96,22,9,0
10/31/2020,1069,10,82,136,273,224,169,130,86,39,12,0,545,524,0,389,39,167,292,46,136,0,0,1,0,2,1,5,1,0,2,8,0,4,1,2,3,0,0,2,6,4,14,13,21,15,7,0,38,44,0,24,3,32,19,2,2
06/24/2021,45,0,11,7,15,10,7,4,0,1,1,0,25,20,0,7,2,18,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,0,0,0,0,4,7,0,1,2,4,3,1,0
08/31/2021,531,7,45,108,121,102,81,57,32,20,10,0,280,246,5,126,22,131,142,22,88,0,0,1,0,0,3,1,2,0,3,4,0,1,0,5,1,0,0,1,5,9,10,5,7,4,4,0,25,20,0,14,1,18,8,1,3
05/29/2020,460,20,50,33,115,70,85,75,42,18,22,0,249,208,3,229,10,115,43,17,46,0,0,0,1,3,5,6,5,0,11,9,0,7,0,10,2,1,0,3,0,4,7,11,9,8,8,0,31,19,0,12,1,26,9,1,1
11/24/2020,1927,17,123,239,445,366,324,251,163,85,53,1,1021,897,9,701,66,369,453,84,254,0,0,0,1,1,3,8,4,0,2,15,0,3,1,8,5,0,0,2,4,7,13,22,30,18,27,0,58,65,0,36,6,51,25,2,3
03/19/2021,441,2,32,64,145,106,49,37,21,13,6,0,220,220,1,119,27,92,135,26,42,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,1,3,3,3,5,7,5,5,0,17,15,0,10,0,16,6,0,0
08/17/2020,493,3,26,69,142,85,72,63,29,23,10,0,238,252,3,272,10,79,102,8,22,0,0,0,0,1,0,1,1,0,1,2,0,0,0,2,1,0,0,0,1,2,6,6,5,5,1,0,13,13,0,9,0,13,4,0,0
12/19/2020,852,24,80,96,171,162,160,119,75,40,29,0,450,396,6,327,50,121,218,48,88,0,0,0,0,0,6,7,11,0,11,13,0,8,1,7,8,0,0,2,8,4,5,17,17,12,15,0,43,37,0,31,3,31,12,3,0
10/11/2021,322,3,20,73,66,63,39,41,21,15,4,0,182,140,0,42,10,66,118,34,52,0,1,0,0,1,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,6,6,3,2,0,13,7,0,5,2,6,5,0,2
04/30/2020,1276,40,168,57,230,222,230,189,150,96,102,0,630,641,5,637,25,272,175,34,133,0,0,3,0,4,8,11,14,0,17,23,0,13,1,18,8,0,0,1,11,16,12,34,40,24,30,0,76,92,0,64,8,58,31,4,3
02/04/2021,537,9,51,68,138,121,68,64,45,21,12,0,268,266,3,158,22,118,159,24,56,0,0,0,0,1,1,2,5,0,5,4,0,1,1,4,3,0,0,1,1,7,4,13,14,9,2,0,30,21,0,14,2,23,11,1,0
07/18/2020,132,4,15,13,37,25,21,19,9,5,3,0,61,71,0,44,1,49,22,3,13,0,0,0,0,1,1,1,1,0,2,2,0,2,0,0,2,0,0,0,1,0,1,2,2,7,2,0,8,7,0,1,0,11,2,0,1
02/27/2021,177,7,17,31,39,32,21,24,14,9,7,0,100,77,0,57,12,44,43,7,14,0,0,0,0,1,1,1,4,0,3,4,0,2,0,2,3,0,0,0,0,0,0,4,5,4,4,0,7,10,0,2,0,10,5,0,0
05/01/2020,1175,39,140,59,224,222,205,195,134,68,68,0,636,538,1,637,29,228,129,36,116,0,1,0,1,4,12,8,13,0,14,25,0,12,1,15,10,0,1,0,14,13,16,23,24,30,20,0,76,64,0,49,3,62,22,3,1
09/30/2021,463,7,27,117,106,91,48,46,29,19,7,0,238,222,3,69,12,131,156,44,51,0,0,0,0,3,0,1,3,0,4,3,0,1,0,6,0,0,0,1,0,2,5,3,5,7,4,0,17,9,1,3,0,15,9,0,0
10/10/2021,173,6,26,31,38,31,22,22,15,9,5,0,99,73,1,36,12,37,55,14,19,0,0,0,2,1,1,2,0,0,3,3,0,2,0,1,3,0,0,0,2,5,3,6,5,3,2,0,15,11,0,7,0,12,4,0,3
09/06/2021,277,4,25,71,66,52,40,16,21,7,4,0,139,137,1,54,10,82,81,9,41,0,0,1,0,0,0,3,0,0,2,2,0,1,0,2,1,0,0,3,3,3,1,4,8,0,3,0,16,9,0,5,1,14,3,0,2
08/08/2021,273,2,29,42,77,56,39,23,15,15,6,0,146,126,1,55,8,74,75,17,44,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,2,2,8,2,4,1,7,3,0,14,15,0,9,1,17,2,0,0
03/27/2021,414,4,34,61,109,94,57,46,34,9,4,0,203,211,0,96,20,80,154,29,35,0,0,0,1,1,1,0,1,0,2,2,0,0,0,3,1,0,0,0,4,1,8,5,7,4,5,0,17,17,0,11,1,14,7,1,0
07/03/2020,176,5,29,14,53,36,26,18,16,9,4,0,106,68,2,52,2,49,45,10,18,0,0,0,0,0,2,1,2,0,3,2,0,1,0,4,0,0,0,4,2,2,6,3,4,5,3,0,12,17,0,6,0,15,5,1,2
01/23/2021,584,9,54,69,119,135,86,79,53,30,13,0,303,280,1,216,32,110,150,26,50,0,0,0,0,1,2,2,4,0,2,7,0,2,1,4,2,0,0,0,3,6,2,2,13,18,10,0,29,25,0,16,2,26,7,2,1
10/09/2020,668,4,30,67,172,168,100,69,52,27,13,0,325,341,2,279,12,100,204,27,46,0,0,0,1,0,1,1,1,0,0,4,0,1,0,0,2,0,1,2,3,4,4,5,4,3,5,0,16,14,0,8,0,11,10,1,0
06/14/2021,67,3,8,10,14,22,7,9,4,1,0,0,37,30,0,22,2,21,5,4,13,0,0,0,0,1,2,0,0,0,1,2,0,0,0,3,0,0,0,0,0,1,1,4,0,2,0,0,4,4,0,2,0,4,1,1,0
07/15/2021,133,0,7,15,45,28,21,13,8,3,0,0,77,54,2,17,7,45,39,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,2,5,0,0,0,7,0,0,0
02/03/2021,574,7,40,83,145,100,75,63,65,27,16,0,295,279,0,202,19,133,153,17,50,0,0,0,1,0,2,2,2,0,2,5,0,3,0,3,1,0,0,0,3,2,5,6,11,8,5,0,20,20,0,17,0,16,4,1,2
05/25/2021,127,3,23,15,29,24,20,18,14,5,2,0,80,47,0,28,4,61,21,3,10,0,0,0,0,1,1,0,1,0,1,2,0,0,0,2,1,0,0,0,3,3,3,6,3,2,3,0,12,11,0,0,0,18,4,0,1
02/10/2021,368,11,48,51,101,70,43,44,28,18,13,0,172,196,0,88,13,94,119,17,37,0,0,0,1,1,2,2,5,0,5,6,0,3,1,4,3,0,0,1,6,6,4,10,9,2,10,0,18,30,0,16,1,20,10,1,0
09/27/2021,472,6,38,120,100,90,47,55,40,10,10,0,248,222,2,101,13,137,144,29,48,0,0,1,1,0,2,1,1,0,1,5,0,1,1,3,1,0,0,0,4,6,3,11,8,4,2,0,22,16,0,4,3,16,11,1,3
08/04/2020,369,2,32,50,105,69,53,39,33,16,4,0,200,164,5,175,10,76,75,18,15,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,4,2,6,3,8,7,2,0,18,14,0,9,2,15,5,1,0
05/26/2021,171,6,31,31,44,24,22,24,11,9,6,0,98,73,0,45,2,74,24,6,20,0,0,0,0,0,5,1,0,0,1,5,0,0,0,4,2,0,0,0,5,1,7,8,3,3,4,0,15,16,0,2,0,21,6,1,1
03/19/2020,184,2,36,5,34,47,35,25,18,18,2,0,87,97,0,21,10,79,64,7,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,2,7,9,6,10,1,0,16,20,0,4,1,23,7,1,0
04/17/2021,438,6,60,70,98,96,78,46,24,14,12,0,237,201,0,133,22,159,74,19,31,0,0,0,2,2,1,0,1,0,1,5,0,1,1,4,0,0,0,1,6,3,11,12,6,10,11,0,33,27,0,13,1,32,9,4,1
08/22/2021,284,7,33,45,64,61,52,33,16,6,7,0,151,132,1,48,7,70,100,16,43,0,0,0,2,2,1,0,2,0,4,3,0,1,1,5,0,0,0,1,4,4,11,4,4,1,4,0,19,14,0,6,1,17,8,0,1
11/23/2020,2377,19,126,274,544,492,360,351,202,99,55,0,1259,1113,5,975,75,453,503,95,276,0,0,1,1,2,2,5,8,0,11,8,0,8,0,7,4,0,0,3,7,7,13,18,29,19,30,0,64,62,0,40,5,55,21,3,2
03/27/2020,404,8,154,4,43,61,86,103,49,36,22,0,212,192,0,74,13,218,74,10,15,0,0,0,1,1,3,3,0,0,3,5,0,2,0,4,2,0,0,2,4,9,27,40,34,20,18,0,77,77,0,17,6,113,14,3,1
10/18/2020,347,1,48,30,84,90,58,43,21,16,5,0,171,174,2,85,13,61,143,12,33,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,3,7,7,9,10,5,0,21,27,0,19,0,11,15,3,0
02/18/2021,315,6,36,36,98,52,50,42,25,10,2,0,163,152,0,109,9,62,91,22,22,0,0,0,0,1,0,5,0,0,4,2,0,0,0,4,2,0,0,0,2,6,4,8,7,8,1,0,20,16,0,11,0,16,7,2,0
04/03/2020,466,24,160,2,71,64,77,94,79,49,30,0,254,212,0,120,28,198,85,14,21,0,0,1,2,2,4,6,9,0,11,13,0,3,0,19,2,0,0,2,7,9,23,26,39,33,21,0,75,85,0,37,4,93,19,4,3
03/12/2021,351,9,16,52,94,80,49,46,18,6,6,0,203,148,0,93,15,73,115,17,38,0,0,1,1,3,1,1,2,0,4,5,0,3,0,5,1,0,0,1,3,0,3,3,2,3,1,0,9,7,0,4,0,7,4,1,0
07/24/2021,195,0,15,44,54,35,17,23,14,4,4,0,93,102,0,34,7,58,54,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,4,2,1,2,0,10,5,0,3,0,9,2,0,1
11/29/2020,898,17,93,105,216,191,130,115,77,41,23,0,451,443,4,276,31,172,252,38,129,0,0,0,0,2,5,7,3,0,2,15,0,7,1,8,1,0,0,1,2,13,10,16,22,15,14,0,39,54,0,31,5,32,17,4,4
12/23/2020,1222,21,95,140,289,222,193,166,118,62,32,0,635,582,5,470,51,245,276,52,128,0,0,0,2,2,5,5,7,0,6,15,0,8,1,5,7,0,0,1,3,4,4,15,20,26,22,0,43,52,0,23,7,35,26,3,1
11/15/2020,835,13,124,86,191,162,138,110,84,35,28,1,443,392,0,252,29,161,271,43,79,0,0,0,0,0,5,4,4,0,7,6,0,7,1,4,1,0,0,4,8,8,17,13,25,26,23,0,70,54,0,44,2,52,19,5,2
05/09/2021,167,9,48,28,28,37,22,20,15,10,7,0,87,80,0,51,2,72,25,6,11,0,0,0,1,2,2,4,0,0,4,5,0,3,0,4,2,0,0,0,4,8,12,4,9,5,6,0,22,26,0,13,0,27,4,3,1
04/15/2020,632,31,149,21,92,108,111,124,86,46,44,0,307,325,0,261,24,193,77,34,43,0,1,1,3,2,5,5,14,0,8,23,0,9,3,15,4,0,0,1,6,13,17,32,35,31,14,0,67,82,0,52,1,71,23,2,0
07/27/2020,362,1,19,51,102,66,50,40,30,14,9,0,193,166,3,181,11,85,59,10,16,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,4,0,2,6,0,7,12,0,5,3,7,4,0,0
07/09/2021,84,1,7,13,20,26,12,5,5,2,1,0,41,43,0,18,1,24,20,5,16,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,2,1,1,0,1,0,5,2,0,3,0,2,2,0,0
04/23/2020,1468,36,167,32,194,206,223,240,245,161,167,0,781,683,4,543,24,487,204,62,148,0,1,1,4,3,9,8,10,0,9,27,0,13,2,14,7,0,0,1,6,14,22,26,39,31,28,0,79,88,0,61,6,57,31,10,2
03/04/2021,287,8,26,42,81,60,39,24,23,11,7,0,148,139,0,82,23,54,92,12,24,0,0,1,1,1,2,0,3,0,5,3,0,4,0,0,4,0,0,0,1,3,4,5,4,6,3,0,15,11,0,3,1,14,8,0,0
06/29/2021,57,2,4,17,11,13,9,1,3,3,0,0,32,25,0,15,0,18,14,4,6,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,2,2,0,0,0,4,0,0,0
09/19/2020,170,2,19,11,49,41,23,24,16,2,4,0,89,79,2,68,4,21,51,12,14,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,2,1,1,1,4,4,3,3,0,12,6,1,9,0,7,2,1,0
09/02/2020,406,3,21,42,127,81,67,46,25,12,6,0,224,181,1,175,11,68,109,13,30,0,0,0,0,1,1,0,1,0,1,2,0,1,0,1,1,0,0,0,2,4,4,2,4,1,4,0,10,11,0,10,0,6,5,0,0
05/08/2021,271,8,43,47,74,58,38,28,14,5,7,0,166,105,0,70,8,125,36,4,28,0,1,0,1,1,1,1,3,0,4,4,0,1,0,7,0,0,0,2,5,5,6,5,11,4,5,0,28,15,0,6,2,28,4,0,3
12/16/2020,1386,25,83,175,324,252,219,205,109,55,47,0,688,692,6,531,50,300,317,52,136,0,0,2,1,0,6,7,9,0,13,12,0,4,1,10,10,0,0,2,6,3,9,19,16,15,13,0,43,40,0,25,2,34,18,3,1
04/09/2021,772,5,60,137,222,150,112,74,52,17,8,0,414,357,1,193,29,244,199,33,74,0,0,0,1,2,0,0,2,0,1,4,0,2,1,0,2,0,0,1,4,4,14,15,11,6,5,0,33,27,0,10,1,32,14,2,1
03/31/2021,718,4,47,85,225,161,89,92,33,19,14,0,363,352,3,144,40,156,267,41,70,0,0,0,0,1,1,0,2,0,1,3,0,1,0,2,1,0,0,2,3,3,10,12,10,4,3,0,25,22,0,12,1,25,8,1,0
05/05/2021,483,6,48,97,130,81,75,59,25,7,9,0,256,225,2,114,20,197,71,16,65,0,1,0,1,0,2,0,2,0,4,2,0,1,0,5,0,0,0,0,5,9,5,9,12,2,6,0,28,20,0,7,2,25,9,2,3
08/06/2021,466,5,28,67,136,124,51,43,26,15,4,0,224,242,0,102,23,111,134,19,77,1,0,1,0,0,0,1,2,0,1,4,0,1,0,3,1,0,0,2,3,5,5,7,2,4,0,0,14,14,0,7,0,16,4,1,0
04/14/2021,772,9,51,143,215,175,115,61,37,11,15,0,413,358,1,194,25,250,189,30,84,0,0,1,0,1,1,2,4,0,3,6,0,3,0,4,1,0,1,4,5,7,6,5,11,4,9,0,29,22,0,11,1,32,5,2,0
04/12/2021,863,5,58,138,203,185,144,95,60,29,9,0,422,440,1,234,19,303,191,25,91,0,0,0,0,3,1,0,1,0,0,5,0,2,0,2,1,0,0,2,5,4,6,12,7,15,7,0,28,30,0,14,0,29,11,3,1
05/02/2021,231,14,50,32,46,55,24,28,29,12,5,0,130,100,1,42,14,101,42,12,20,0,0,1,0,4,2,4,3,0,7,7,0,0,0,11,3,0,0,1,5,6,4,11,14,6,3,0,28,22,0,9,3,29,5,2,2
07/23/2021,242,3,19,41,60,67,29,19,14,8,4,0,132,110,0,50,4,68,71,9,40,0,0,0,0,0,2,1,0,0,1,2,0,0,0,3,0,0,0,0,5,3,3,4,0,3,1,0,10,9,0,5,0,8,4,1,1
06/17/2020,219,21,29,18,57,33,32,30,23,13,13,0,109,109,1,108,3,49,39,4,16,0,0,0,1,3,7,5,5,0,11,10,0,9,1,7,4,0,0,1,2,3,2,3,6,5,7,0,17,12,0,6,1,18,4,0,0
05/07/2021,365,11,35,68,91,69,63,41,17,9,7,0,194,170,1,106,13,135,51,10,50,0,0,0,2,1,4,2,2,0,4,7,0,2,0,8,1,0,0,1,2,5,3,9,4,4,7,0,21,14,0,5,1,20,8,1,0
07/14/2021,141,2,7,25,44,33,15,13,9,1,1,0,73,66,2,14,6,48,46,7,20,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,2,1,0,1,0,3,4,0,1,0,4,1,1,0
11/30/2020,2390,23,123,282,558,500,370,319,199,98,64,0,1270,1117,3,968,95,428,544,84,271,0,0,0,2,2,4,10,5,0,10,13,0,6,1,7,8,1,0,3,14,10,10,15,21,29,21,0,67,56,0,39,11,43,27,3,0
06/30/2020,265,3,26,25,92,59,39,24,15,5,6,0,135,129,1,114,3,56,61,3,28,0,0,0,0,0,1,2,0,0,2,1,0,1,0,1,1,0,0,2,4,3,3,3,5,2,4,0,13,13,0,11,1,9,5,0,0
07/17/2021,122,0,8,22,37,28,18,8,2,4,3,0,66,55,1,44,2,30,19,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,4,4,0,0,0,5,1,1,1
05/12/2020,942,46,124,64,177,177,182,163,92,49,38,0,493,446,3,506,14,187,126,19,90,0,0,4,2,4,10,7,19,0,12,34,0,21,2,19,4,0,0,1,11,15,9,27,25,17,19,0,62,62,0,52,3,48,16,2,3
03/09/2020,5,0,3,3,0,0,0,0,0,1,1,0,3,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,2,0,0
09/23/2020,391,6,25,49,118,89,59,38,27,6,5,0,189,197,5,165,9,47,115,21,34,0,0,0,1,0,1,2,2,0,2,4,0,0,0,4,2,0,0,1,4,5,4,4,3,2,2,0,17,8,0,11,0,4,8,2,0
11/12/2020,2928,18,114,329,742,571,495,383,255,114,39,0,1498,1423,7,1131,75,496,745,125,356,0,0,0,0,2,6,3,7,0,10,8,0,5,1,6,6,0,0,4,5,8,12,19,32,21,13,0,64,50,0,28,3,40,29,9,5
11/08/2020,1105,11,109,123,269,236,177,142,87,44,27,0,553,551,1,374,32,192,350,59,98,0,1,0,0,1,3,3,3,0,0,11,0,6,0,4,1,0,0,6,9,3,14,23,17,23,14,0,57,52,0,44,4,41,17,3,0
05/10/2021,399,6,42,103,66,72,67,50,29,7,5,0,217,182,0,84,19,182,65,13,36,1,0,0,1,0,0,2,2,0,4,2,0,0,0,5,1,0,0,0,3,5,9,11,8,4,2,0,23,19,0,7,0,28,6,1,0
08/16/2021,589,3,24,62,149,148,104,60,46,13,7,0,283,304,2,130,30,135,187,18,89,1,0,0,0,0,2,0,0,0,0,3,0,1,0,2,0,0,0,2,2,4,3,4,5,2,2,0,13,11,0,6,1,11,5,1,0
01/08/2021,1205,18,48,159,328,215,167,152,109,48,27,0,613,590,2,438,44,250,305,56,112,0,0,1,2,1,4,6,4,0,10,8,0,4,3,7,3,0,1,2,0,3,7,13,10,5,8,0,25,23,0,14,2,22,9,1,0
02/09/2021,414,8,35,49,112,75,60,52,39,13,14,0,213,197,4,106,18,109,119,15,47,0,0,0,0,2,1,1,4,0,5,3,0,2,1,3,2,0,0,0,1,3,3,9,6,8,5,0,13,22,0,10,0,14,9,2,0
06/11/2021,39,2,14,6,12,6,6,2,3,3,1,0,18,21,0,13,2,10,7,2,5,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,3,1,1,6,1,1,0,7,7,0,3,0,10,1,0,0
05/30/2020,238,21,55,22,54,41,43,41,23,9,5,0,131,105,2,118,5,50,23,11,31,0,0,0,2,1,7,5,6,0,11,10,0,11,0,5,4,1,0,2,6,3,8,10,10,9,7,0,19,36,0,16,2,24,9,0,4
08/02/2021,474,3,23,66,139,113,74,40,27,11,4,0,252,220,2,113,20,115,123,17,86,0,0,1,0,1,0,0,1,0,1,2,0,0,0,3,0,0,0,0,3,5,1,4,3,3,4,0,16,7,0,4,0,16,3,0,0
10/17/2021,200,10,11,38,42,49,25,18,12,10,6,0,116,84,0,26,10,32,81,17,34,0,0,1,1,0,1,4,3,0,3,7,0,1,1,5,3,0,0,0,2,1,0,3,3,0,2,0,7,4,0,2,0,6,2,0,1
07/25/2021,141,3,13,19,43,35,18,12,6,6,2,0,77,63,1,14,9,43,44,10,21,0,0,1,1,1,0,0,0,0,1,2,0,0,0,2,1,0,0,0,1,2,2,2,2,3,1,0,6,7,0,2,0,6,3,1,1
02/13/2021,221,8,28,23,61,41,36,29,19,7,5,0,118,103,0,76,14,47,62,10,12,0,0,0,1,0,1,3,3,0,3,5,0,2,1,1,4,0,0,1,3,0,7,1,5,4,7,0,17,11,0,5,2,9,8,4,0
